county_fips,cbsa_code,cbsa_title,kind
44005,39300,"Providence-Warwick, RI-MA",metro
44007,39300,"Providence-Warwick, RI-MA",metro
44009,39300,"Providence-Warwick, RI-MA",metro
45003,12260,"Augusta-Richmond County, GA-SC",metro
45007,24860,"Greenville-Anderson, SC",metro
45013,25940,"Hilton Head Island-Bluffton, SC",metro
45015,16700,"Charleston-North Charleston, SC",metro
45017,17900,"Columbia, SC",metro
45019,16700,"Charleston-North Charleston, SC",metro
45021,23500,"Gaffney, SC",micro
45023,16740,"Charlotte-Concord-Gastonia, NC-SC",metro
45027,44940,"Sumter, SC",metro
45031,22500,"Florence, SC",metro
45035,16700,"Charleston-North Charleston, SC",metro
45037,12260,"Augusta-Richmond County, GA-SC",metro
45039,17900,"Columbia, SC",metro
45041,22500,"Florence, SC",metro
45043,23860,"Georgetown, SC",micro
45045,24860,"Greenville-Anderson, SC",metro
45047,24940,"Greenwood, SC",micro
45051,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",metro
45053,25940,"Hilton Head Island-Bluffton, SC",metro
45055,17900,"Columbia, SC",metro
45057,16740,"Charlotte-Concord-Gastonia, NC-SC",metro
45059,24860,"Greenville-Anderson, SC",metro
45063,17900,"Columbia, SC",metro
45069,13500,"Bennettsville, SC",micro
45071,35140,"Newberry, SC",micro
45073,42860,"Seneca, SC",micro
45075,36700,"Orangeburg, SC",micro
45077,24860,"Greenville-Anderson, SC",metro
45079,17900,"Columbia, SC",metro
45081,17900,"Columbia, SC",metro
45083,43900,"Spartanburg, SC",metro
45085,44940,"Sumter, SC",metro
45087,46420,"Union, SC",micro
45091,16740,"Charlotte-Concord-Gastonia, NC-SC",metro
46005,26700,"Huron, SD",micro
46011,15100,"Brookings, SD",micro
46013,10100,"Aberdeen, SD",micro
46027,46820,"Vermillion, SD",micro
46029,47980,"Watertown, SD",micro
46035,33580,"Mitchell, SD",micro
46045,10100,"Aberdeen, SD",micro
46057,47980,"Watertown, SD",micro
46061,33580,"Mitchell, SD",micro
46065,38180,"Pierre, SD",micro
46073,26700,"Huron, SD",micro
46081,43940,"Spearfish, SD",micro
46083,43620,"Sioux Falls, SD",metro
46087,43620,"Sioux Falls, SD",metro
46093,39660,"Rapid City, SD",metro
46099,43620,"Sioux Falls, SD",metro
46103,39660,"Rapid City, SD",metro
46117,38180,"Pierre, SD",micro
46125,43620,"Sioux Falls, SD",metro
46127,43580,"Sioux City, IA-NE-SD",metro
46135,49460,"Yankton, SD",micro
47001,28940,"Knoxville, TN",metro
47003,43180,"Shelbyville, TN",micro
47009,28940,"Knoxville, TN",metro
47011,17420,"Cleveland, TN",metro
47013,28940,"Knoxville, TN",metro
47015,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",metro
47019,27740,"Johnson City, TN",metro
47021,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",metro
47023,27180,"Jackson, TN",metro
47029,35460,"Newport, TN",micro
47031,46100,"Tullahoma-Manchester, TN",micro
47033,27180,"Jackson, TN",metro
47035,18900,"Crossville, TN",micro
47037,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",metro
47043,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",metro
47045,20540,"Dyersburg, TN",micro
47047,32820,"Memphis, TN-MS-AR",metro
47051,46100,"Tullahoma-Manchester, TN",micro
47053,27180,"Jackson, TN",metro
47057,34100,"Morristown, TN",metro
47059,24620,"Greeneville, TN",micro
47063,34100,"Morristown, TN",metro
47065,16860,"Chattanooga, TN-GA",metro
47073,28700,"Kingsport-Bristol, TN-VA",metro
47075,15140,"Brownsville, TN",micro
47079,37540,"Paris, TN",micro
47087,18260,"Cookeville, TN",micro
47089,34100,"Morristown, TN",metro
47093,28940,"Knoxville, TN",metro
47099,29980,"Lawrenceburg, TN",micro
47105,28940,"Knoxville, TN",metro
47107,11940,"Athens, TN",micro
47111,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",metro
47113,27180,"Jackson, TN",metro
47115,16860,"Chattanooga, TN-GA",metro
47117,30280,"Lewisburg, TN",micro
47119,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",metro
47125,17300,"Clarksville, TN-KY",metro
47127,46100,"Tullahoma-Manchester, TN",micro
47129,28940,"Knoxville, TN",metro
47131,46460,"Union City, TN",micro
47133,18260,"Cookeville, TN",micro
47139,17420,"Cleveland, TN",metro
47141,18260,"Cookeville, TN",micro
47143,19420,"Dayton, TN",micro
47145,28940,"Knoxville, TN",metro
47147,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",metro
47149,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",metro
47153,16860,"Chattanooga, TN-GA",metro
47155,42940,"Sevierville, TN",micro
47157,32820,"Memphis, TN-MS-AR",metro
47159,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",metro
47161,17300,"Clarksville, TN-KY",metro
47163,28700,"Kingsport-Bristol, TN-VA",metro
47165,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",metro
47167,32820,"Memphis, TN-MS-AR",metro
47169,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",metro
47171,27740,"Johnson City, TN",metro
47173,28940,"Knoxville, TN",metro
47177,32660,"McMinnville, TN",micro
47179,27740,"Johnson City, TN",metro
47183,32280,"Martin, TN",micro
47187,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",metro
47189,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",metro
48001,37300,"Palestine, TX",micro
48003,11380,"Andrews, TX",micro
48005,31260,"Lufkin, TX",micro
48007,40530,"Rockport, TX",micro
48009,48660,"Wichita Falls, TX",metro
48011,11100,"Amarillo, TX",metro
48013,41700,"San Antonio-New Braunfels, TX",metro
48015,26420,"Houston-The Woodlands-Sugar Land, TX",metro
48019,41700,"San Antonio-New Braunfels, TX",metro
48021,12420,"Austin-Round Rock-Georgetown, TX",metro
48025,13300,"Beeville, TX",micro
48027,28660,"Killeen-Temple, TX",metro
48029,41700,"San Antonio-New Braunfels, TX",metro
48037,45500,"Texarkana, TX-AR",metro
48039,26420,"Houston-The Woodlands-Sugar Land, TX",metro
48041,17780,"College Station-Bryan, TX",metro
48049,15220,"Brownwood, TX",micro
48051,17780,"College Station-Bryan, TX",metro
48055,12420,"Austin-Round Rock-Georgetown, TX",metro
48057,38920,"Port Lavaca, TX",micro
48059,10180,"Abilene, TX",metro
48061,15180,"Brownsville-Harlingen, TX",metro
48063,34420,"Mount Pleasant, TX",micro
48065,11100,"Amarillo, TX",metro
48071,26420,"Houston-The Woodlands-Sugar Land, TX",metro
48073,27380,"Jacksonville, TX",micro
48077,48660,"Wichita Falls, TX",metro
48085,19100,"Dallas-Fort Worth-Arlington, TX",metro
48091,41700,"San Antonio-New Braunfels, TX",metro
48097,23620,"Gainesville, TX",micro
48099,28660,"Killeen-Temple, TX",metro
48107,31180,"Lubbock, TX",metro
48113,19100,"Dallas-Fort Worth-Arlington, TX",metro
48115,29500,"Lamesa, TX",micro
48117,25820,"Hereford, TX",micro
48121,19100,"Dallas-Fort Worth-Arlington, TX",metro
48131,10860,"Alice, TX",micro
48135,36220,"Odessa, TX",metro
48139,19100,"Dallas-Fort Worth-Arlington, TX",metro
48141,21340,"El Paso, TX",metro
48143,44500,"Stephenville, TX",micro
48145,47380,"Waco, TX",metro
48147,14300,"Bonham, TX",micro
48157,26420,"Houston-The Woodlands-Sugar Land, TX",metro
48163,37770,"Pearsall, TX",micro
48167,26420,"Houston-The Woodlands-Sugar Land, TX",metro
48171,23240,"Fredericksburg, TX",micro
48175,47020,"Victoria, TX",metro
48179,37420,"Pampa, TX",micro
48181,43300,"Sherman-Denison, TX",metro
48183,30980,"Longview, TX",metro
48187,41700,"San Antonio-New Braunfels, TX",metro
48189,38380,"Plainview, TX",micro
48199,13140,"Beaumont-Port Arthur, TX",metro
48201,26420,"Houston-The Woodlands-Sugar Land, TX",metro
48203,30980,"Longview, TX",metro
48209,12420,"Austin-Round Rock-Georgetown, TX",metro
48213,11980,"Athens, TX",micro
48215,32580,"McAllen-Edinburg-Mission, TX",metro
48219,30220,"Levelland, TX",micro
48221,24180,"Granbury, TX",micro
48223,44860,"Sulphur Springs, TX",micro
48227,13700,"Big Spring, TX",micro
48229,21340,"El Paso, TX",metro
48231,19100,"Dallas-Fort Worth-Arlington, TX",metro
48233,14420,"Borger, TX",micro
48235,41660,"San Angelo, TX",metro
48245,13140,"Beaumont-Port Arthur, TX",metro
48249,10860,"Alice, TX",micro
48251,19100,"Dallas-Fort Worth-Arlington, TX",metro
48253,10180,"Abilene, TX",metro
48257,19100,"Dallas-Fort Worth-Arlington, TX",metro
48259,41700,"San Antonio-New Braunfels, TX",metro
48261,28780,"Kingsville, TX",micro
48265,28500,"Kerrville, TX",micro
48273,28780,"Kingsville, TX",micro
48277,37580,"Paris, TX",micro
48281,28660,"Killeen-Temple, TX",metro
48291,26420,"Houston-The Woodlands-Sugar Land, TX",metro
48301,37780,"Pecos, TX",micro
48303,31180,"Lubbock, TX",metro
48305,31180,"Lubbock, TX",metro
48309,47380,"Waco, TX",metro
48317,33260,"Midland, TX",metro
48321,13060,"Bay City, TX",micro
48323,20580,"Eagle Pass, TX",micro
48325,41700,"San Antonio-New Braunfels, TX",metro
48329,33260,"Midland, TX",metro
48339,26420,"Houston-The Woodlands-Sugar Land, TX",metro
48341,20300,"Dumas, TX",micro
48347,34860,"Nacogdoches, TX",micro
48349,18620,"Corsicana, TX",micro
48353,45020,"Sweetwater, TX",micro
48355,18580,"Corpus Christi, TX",metro
48359,11100,"Amarillo, TX",metro
48361,13140,"Beaumont-Port Arthur, TX",metro
48363,33420,"Mineral Wells, TX",micro
48367,19100,"Dallas-Fort Worth-Arlington, TX",metro
48375,11100,"Amarillo, TX",metro
48381,11100,"Amarillo, TX",metro
48389,37780,"Pecos, TX",micro
48393,37420,"Pampa, TX",micro
48395,17780,"College Station-Bryan, TX",metro
48397,19100,"Dallas-Fort Worth-Arlington, TX",metro
48401,30980,"Longview, TX",metro
48409,18580,"Corpus Christi, TX",metro
48415,43660,"Snyder, TX",micro
48423,46340,"Tyler, TX",metro
48427,40100,"Rio Grande City-Roma, TX",micro
48431,41660,"San Angelo, TX",metro
48439,19100,"Dallas-Fort Worth-Arlington, TX",metro
48441,10180,"Abilene, TX",metro
48449,34420,"Mount Pleasant, TX",micro
48451,41660,"San Angelo, TX",metro
48453,12420,"Austin-Round Rock-Georgetown, TX",metro
48459,30980,"Longview, TX",metro
48463,46620,"Uvalde, TX",micro
48465,19620,"Del Rio, TX",micro
48469,47020,"Victoria, TX",metro
48471,26660,"Huntsville, TX",micro
48473,26420,"Houston-The Woodlands-Sugar Land, TX",metro
48477,14780,"Brenham, TX",micro
48479,29700,"Laredo, TX",metro
48481,20900,"El Campo, TX",micro
48485,48660,"Wichita Falls, TX",metro
48487,46900,"Vernon, TX",micro
48489,39700,"Raymondville, TX",micro
48491,12420,"Austin-Round Rock-Georgetown, TX",metro
48493,41700,"San Antonio-New Braunfels, TX",metro
48497,19100,"Dallas-Fort Worth-Arlington, TX",metro
48505,49820,"Zapata, TX",micro
49003,36260,"Ogden-Clearfield, UT",metro
49005,30860,"Logan, UT-ID",metro
49007,39220,"Price, UT",micro
49011,36260,"Ogden-Clearfield, UT",metro
49021,16260,"Cedar City, UT",micro
49023,39340,"Provo-Orem, UT",metro
49029,36260,"Ogden-Clearfield, UT",metro
49035,41620,"Salt Lake City, UT",metro
49043,25720,"Heber, UT",micro
49045,41620,"Salt Lake City, UT",metro
49047,46860,"Vernal, UT",micro
49049,39340,"Provo-Orem, UT",metro
49051,25720,"Heber, UT",micro
49053,41100,"St. George, UT",metro
49057,36260,"Ogden-Clearfield, UT",metro
50003,13540,"Bennington, VT",micro
50007,15540,"Burlington-South Burlington, VT",metro
50011,15540,"Burlington-South Burlington, VT",metro
50013,15540,"Burlington-South Burlington, VT",metro
50017,30100,"Lebanon, NH-VT",micro
50021,40860,"Rutland, VT",micro
50023,12740,"Barre, VT",micro
50027,30100,"Lebanon, NH-VT",micro
51003,16820,"Charlottesville, VA",metro
51007,40060,"Richmond, VA",metro
51009,31340,"Lynchburg, VA",metro
51011,31340,"Lynchburg, VA",metro
51013,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
51015,44420,"Staunton, VA",metro
51019,31340,"Lynchburg, VA",metro
51021,14140,"Bluefield, WV-VA",micro
51023,40220,"Roanoke, VA",metro
51031,31340,"Lynchburg, VA",metro
51036,40060,"Richmond, VA",metro
51041,40060,"Richmond, VA",metro
51043,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
51045,40220,"Roanoke, VA",metro
51047,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
51053,40060,"Richmond, VA",metro
51059,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
51061,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
51065,16820,"Charlottesville, VA",metro
51067,40220,"Roanoke, VA",metro
51069,49020,"Winchester, VA-WV",metro
51071,13980,"Blacksburg-Christiansburg, VA",metro
51073,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
51075,40060,"Richmond, VA",metro
51079,16820,"Charlottesville, VA",metro
51085,40060,"Richmond, VA",metro
51087,40060,"Richmond, VA",metro
51089,32300,"Martinsville, VA",micro
51093,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
51095,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
51097,40060,"Richmond, VA",metro
51101,40060,"Richmond, VA",metro
51107,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
51113,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
51115,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
51121,13980,"Blacksburg-Christiansburg, VA",metro
51125,16820,"Charlottesville, VA",metro
51127,40060,"Richmond, VA",metro
51143,19260,"Danville, VA",micro
51145,40060,"Richmond, VA",metro
51149,40060,"Richmond, VA",metro
51153,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
51155,13980,"Blacksburg-Christiansburg, VA",metro
51157,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
51161,40220,"Roanoke, VA",metro
51165,25500,"Harrisonburg, VA",metro
51169,28700,"Kingsport-Bristol, TN-VA",metro
51175,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
51177,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
51179,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
51183,40060,"Richmond, VA",metro
51185,14140,"Bluefield, WV-VA",micro
51187,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
51191,28700,"Kingsport-Bristol, TN-VA",metro
51195,13720,"Big Stone Gap, VA",micro
51199,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
51510,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
51520,28700,"Kingsport-Bristol, TN-VA",metro
51540,16820,"Charlottesville, VA",metro
51550,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
51570,40060,"Richmond, VA",metro
51590,19260,"Danville, VA",micro
51600,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
51610,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
51620,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
51630,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
51650,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
51660,25500,"Harrisonburg, VA",metro
51670,40060,"Richmond, VA",metro
51680,31340,"Lynchburg, VA",metro
51683,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
51685,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
51690,32300,"Martinsville, VA",micro
51700,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
51710,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
51720,13720,"Big Stone Gap, VA",micro
51730,40060,"Richmond, VA",metro
51735,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
51740,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
51750,13980,"Blacksburg-Christiansburg, VA",metro
51760,40060,"Richmond, VA",metro
51770,40220,"Roanoke, VA",metro
51775,40220,"Roanoke, VA",metro
51790,44420,"Staunton, VA",metro
51800,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
51810,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
51820,44420,"Staunton, VA",metro
51830,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",metro
51840,49020,"Winchester, VA-WV",metro
53001,36830,"Othello, WA",micro
53003,30300,"Lewiston, ID-WA",metro
53005,28420,"Kennewick-Richland, WA",metro
53007,48300,"Wenatchee, WA",metro
53009,38820,"Port Angeles, WA",micro
53011,38900,"Portland-Vancouver-Hillsboro, OR-WA",metro
53015,31020,"Longview, WA",metro
53017,48300,"Wenatchee, WA",metro
53021,28420,"Kennewick-Richland, WA",metro
53025,34180,"Moses Lake, WA",micro
53027,10140,"Aberdeen, WA",micro
53029,36020,"Oak Harbor, WA",micro
53033,42660,"Seattle-Tacoma-Bellevue, WA",metro
53035,14740,"Bremerton-Silverdale-Port Orchard, WA",metro
53037,21260,"Ellensburg, WA",micro
53041,16500,"Centralia, WA",micro
53045,43220,"Shelton, WA",micro
53053,42660,"Seattle-Tacoma-Bellevue, WA",metro
53057,34580,"Mount Vernon-Anacortes, WA",metro
53059,38900,"Portland-Vancouver-Hillsboro, OR-WA",metro
53061,42660,"Seattle-Tacoma-Bellevue, WA",metro
53063,44060,"Spokane-Spokane Valley, WA",metro
53065,44060,"Spokane-Spokane Valley, WA",metro
53067,36500,"Olympia-Lacey-Tumwater, WA",metro
53071,47460,"Walla Walla, WA",metro
53073,13380,"Bellingham, WA",metro
53075,39420,"Pullman, WA",micro
53077,49420,"Yakima, WA",metro
54003,25180,"Hagerstown-Martinsburg, MD-WV",metro
54005,16620,"Charleston, WV",metro
54009,48260,"Weirton-Steubenville, WV-OH",metro
54011,26580,"Huntington-Ashland, WV-KY-OH",metro
54015,16620,"Charleston, WV",metro
54017,17220,"Clarksburg, WV",micro
54019,13220,"Beckley, WV",metro
54027,49020,"Winchester, VA-WV",metro
54029,48260,"Weirton-Steubenville, WV-OH",metro
54033,17220,"Clarksburg, WV",micro
54035,16620,"Charleston, WV",metro
54037,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro
54039,16620,"Charleston, WV",metro
54043,16620,"Charleston, WV",metro
54045,34350,"Mount Gay-Shamrock, WV",micro
54049,21900,"Fairmont, WV",micro
54051,48540,"Wheeling, WV-OH",metro
54053,38580,"Point Pleasant, WV-OH",micro
54055,14140,"Bluefield, WV-VA",micro
54057,19060,"Cumberland, MD-WV",metro
54061,34060,"Morgantown, WV",metro
54065,25180,"Hagerstown-Martinsburg, MD-WV",metro
54069,48540,"Wheeling, WV-OH",metro
54077,34060,"Morgantown, WV",metro
54079,26580,"Huntington-Ashland, WV-KY-OH",metro
54081,13220,"Beckley, WV",metro
54083,21180,"Elkins, WV",micro
54091,17220,"Clarksburg, WV",micro
54099,26580,"Huntington-Ashland, WV-KY-OH",metro
54105,37620,"Parkersburg-Vienna, WV",metro
54107,37620,"Parkersburg-Vienna, WV",metro
55009,24580,"Green Bay, WI",metro
55015,11540,"Appleton, WI",metro
55017,20740,"Eau Claire, WI",metro
55021,31540,"Madison, WI",metro
55025,31540,"Madison, WI",metro
55027,13180,"Beaver Dam, WI",micro
55031,20260,"Duluth, MN-WI",metro
55033,32860,"Menomonie, WI",micro
55035,20740,"Eau Claire, WI",metro
55037,27020,"Iron Mountain, MI-WI",micro
55039,22540,"Fond du Lac, WI",metro
55043,38420,"Platteville, WI",micro
55045,31540,"Madison, WI",metro
55049,31540,"Madison, WI",metro
55055,48020,"Watertown-Fort Atkinson, WI",micro
55059,16980,"Chicago-Naperville-Elgin, IL-IN-WI",metro
55061,24580,"Green Bay, WI",metro
55063,29100,"La Crosse-Onalaska, WI-MN",metro
55069,48140,"Wausau-Weston, WI",metro
55071,31820,"Manitowoc, WI",micro
55073,48140,"Wausau-Weston, WI",metro
55075,31940,"Marinette, WI-MI",micro
55078,43020,"Shawano, WI",micro
55079,33340,"Milwaukee-Waukesha, WI",metro
55083,24580,"Green Bay, WI",metro
55087,11540,"Appleton, WI",metro
55089,33340,"Milwaukee-Waukesha, WI",metro
55093,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metro
55097,44620,"Stevens Point, WI",micro
55101,39540,"Racine, WI",metro
55105,27500,"Janesville-Beloit, WI",metro
55109,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",metro
55111,12660,"Baraboo, WI",micro
55115,43020,"Shawano, WI",micro
55117,43100,"Sheboygan, WI",metro
55127,48580,"Whitewater, WI",micro
55131,33340,"Milwaukee-Waukesha, WI",metro
55133,33340,"Milwaukee-Waukesha, WI",metro
55139,36780,"Oshkosh-Neenah, WI",metro
55141,49220,"Wisconsin Rapids-Marshfield, WI",micro
56001,29660,"Laramie, WY",micro
56005,23940,"Gillette, WY",micro
56011,23940,"Gillette, WY",micro
56013,40180,"Riverton, WY",micro
56021,16940,"Cheyenne, WY",metro
56025,16220,"Casper, WY",metro
56033,43260,"Sheridan, WY",micro
56037,40540,"Rock Springs, WY",micro
56039,27220,"Jackson, WY-ID",micro
56041,21740,"Evanston, WY",micro
56045,23940,"Gillette, WY",micro
72001,38660,"Ponce, PR",metro
72003,10380,"Aguadilla-Isabela, PR",metro
72005,10380,"Aguadilla-Isabela, PR",metro
72007,41980,"San Juan-Bayamón-Caguas, PR",metro
72009,41980,"San Juan-Bayamón-Caguas, PR",metro
72011,10380,"Aguadilla-Isabela, PR",metro
72013,11640,"Arecibo, PR",metro
72015,25020,"Guayama, PR",metro
72017,41980,"San Juan-Bayamón-Caguas, PR",metro
72019,41980,"San Juan-Bayamón-Caguas, PR",metro
72021,41980,"San Juan-Bayamón-Caguas, PR",metro
72023,41900,"San Germán, PR",metro
72025,41980,"San Juan-Bayamón-Caguas, PR",metro
72027,11640,"Arecibo, PR",metro
72029,41980,"San Juan-Bayamón-Caguas, PR",metro
72031,41980,"San Juan-Bayamón-Caguas, PR",metro
72033,41980,"San Juan-Bayamón-Caguas, PR",metro
72035,41980,"San Juan-Bayamón-Caguas, PR",metro
72037,41980,"San Juan-Bayamón-Caguas, PR",metro
72039,41980,"San Juan-Bayamón-Caguas, PR",metro
72041,41980,"San Juan-Bayamón-Caguas, PR",metro
72043,17620,"Coamo, PR",micro
72045,41980,"San Juan-Bayamón-Caguas, PR",metro
72047,41980,"San Juan-Bayamón-Caguas, PR",metro
72051,41980,"San Juan-Bayamón-Caguas, PR",metro
72053,41980,"San Juan-Bayamón-Caguas, PR",metro
72054,41980,"San Juan-Bayamón-Caguas, PR",metro
72055,49500,"Yauco, PR",metro
72057,25020,"Guayama, PR",metro
72059,49500,"Yauco, PR",metro
72061,41980,"San Juan-Bayamón-Caguas, PR",metro
72063,41980,"San Juan-Bayamón-Caguas, PR",metro
72065,11640,"Arecibo, PR",metro
72067,32420,"Mayagüez, PR",metro
72069,41980,"San Juan-Bayamón-Caguas, PR",metro
72071,10380,"Aguadilla-Isabela, PR",metro
72073,27580,"Jayuya, PR",micro
72075,38660,"Ponce, PR",metro
72077,41980,"San Juan-Bayamón-Caguas, PR",metro
72079,41900,"San Germán, PR",metro
72081,10380,"Aguadilla-Isabela, PR",metro
72083,32420,"Mayagüez, PR",metro
72085,41980,"San Juan-Bayamón-Caguas, PR",metro
72087,41980,"San Juan-Bayamón-Caguas, PR",metro
72089,41980,"San Juan-Bayamón-Caguas, PR",metro
72091,41980,"San Juan-Bayamón-Caguas, PR",metro
72095,41980,"San Juan-Bayamón-Caguas, PR",metro
72097,32420,"Mayagüez, PR",metro
72099,10380,"Aguadilla-Isabela, PR",metro
72101,41980,"San Juan-Bayamón-Caguas, PR",metro
72103,41980,"San Juan-Bayamón-Caguas, PR",metro
72105,41980,"San Juan-Bayamón-Caguas, PR",metro
72107,41980,"San Juan-Bayamón-Caguas, PR",metro
72109,25020,"Guayama, PR",metro
72111,49500,"Yauco, PR",metro
72113,38660,"Ponce, PR",metro
72115,11640,"Arecibo, PR",metro
72117,10380,"Aguadilla-Isabela, PR",metro
72119,41980,"San Juan-Bayamón-Caguas, PR",metro
72121,41900,"San Germán, PR",metro
72123,17640,"Coco, PR",micro
72125,41900,"San Germán, PR",metro
72127,41980,"San Juan-Bayamón-Caguas, PR",metro
72129,41980,"San Juan-Bayamón-Caguas, PR",metro
72131,10380,"Aguadilla-Isabela, PR",metro
72133,42180,"Santa Isabel, PR",micro
72135,41980,"San Juan-Bayamón-Caguas, PR",metro
72137,41980,"San Juan-Bayamón-Caguas, PR",metro
72139,41980,"San Juan-Bayamón-Caguas, PR",metro
72141,10380,"Aguadilla-Isabela, PR",metro
72143,41980,"San Juan-Bayamón-Caguas, PR",metro
72145,41980,"San Juan-Bayamón-Caguas, PR",metro
72149,38660,"Ponce, PR",metro
72151,41980,"San Juan-Bayamón-Caguas, PR",metro
72153,49500,"Yauco, PR",metro
